,location,total_sqft,bath,price,bhk
3006,Hegde Nagar,1801.0,3.0,115.0,3
3007,Hegde Nagar,1050.0,1.0,56.0,2
3008,Hegde Nagar,1341.0,2.0,97.0,2
3009,Hegde Nagar,2112.95,4.0,145.0,3
3010,Hegde Nagar,1200.0,4.0,83.0,4
3011,Hegde Nagar,1703.0,3.0,113.0,3
3012,Hegde Nagar,1570.0,3.0,105.0,3
3013,Hegde Nagar,1801.0,3.0,140.0,3
3014,Hegde Nagar,1584.01,3.0,103.0,3
3015,Hegde Nagar,1965.0,4.0,125.0,3
3016,Hegde Nagar,1200.0,2.0,75.0,2
3017,Hegde Nagar,1847.0,3.0,135.0,3
3018,Hegde Nagar,1965.0,4.0,132.0,3
3019,Hegde Nagar,1703.0,3.0,125.0,3
3020,Hegde Nagar,1847.0,3.0,125.0,3
3021,Hegde Nagar,2144.6,4.0,145.0,3
3022,Hegde Nagar,1718.0,3.0,119.0,3
3023,Hegde Nagar,1847.0,3.0,123.0,3
3024,Hegde Nagar,1340.0,2.0,72.0,2
3025,Hegde Nagar,2087.01,3.0,115.0,3
3026,Hegde Nagar,1703.0,3.0,130.0,3
3027,Hegde Nagar,2087.01,4.0,135.0,3
3028,Hegde Nagar,1718.0,3.0,130.0,3
3029,Hegde Nagar,1884.0,4.0,118.0,3
3030,Hegde Nagar,1930.0,4.0,122.0,3
3031,Hegde Nagar,1584.01,3.0,104.0,3
3032,Hegde Nagar,1168.0,2.0,68.0,3
3033,Hegde Nagar,2162.03,4.0,129.0,3
3034,Hegde Nagar,2087.01,4.0,160.0,3
3035,Hegde Nagar,1000.0,2.0,66.0,2
3036,Hegde Nagar,1348.0,2.0,80.5,3
3037,Hennur,1075.0,2.0,52.0,2
3038,Hennur,1255.0,2.0,52.32,2
3039,Hennur,1225.0,2.0,57.0,2
3040,Hennur,1255.0,2.0,57.5,2
3041,Hennur,1259.0,2.0,57.0,2
3042,Hennur,1255.0,2.0,53.5,2
3043,Hennur,1285.0,2.0,60.0,2
3044,Hennur,1285.0,2.0,60.0,2
3045,Hennur,1100.0,2.0,60.0,2
3046,Hennur,1231.0,2.0,48.0,2
3047,Hennur,1255.0,2.0,58.0,2
3048,Hennur,1040.0,2.0,42.12,2
3049,Hennur,1255.0,2.0,54.5,2
3050,Hennur,1041.0,2.0,40.6,2
3052,Hennur,1255.0,2.0,55.5,2
3054,Hennur,1231.0,2.0,50.0,2
3055,Hennur,2500.0,5.0,125.0,5
3056,Hennur,1160.0,2.0,49.0,2
3057,Hennur,2400.0,3.0,135.0,3
3058,Hennur,1255.0,2.0,53.5,2
3059,Hennur,1255.0,2.0,55.5,2
3060,Hennur,1100.0,2.0,44.55,2
3061,Hennur,1255.0,2.0,57.5,2
3062,Hennur,960.0,2.0,48.0,2
3063,Hennur,1020.0,2.0,48.0,2
3064,Hennur,1255.0,2.0,52.32,2
3065,Hennur,1295.0,2.0,64.0,2
3066,Hennur,1935.0,3.0,102.0,3
3068,Hennur,1345.0,2.0,69.0,3
3069,Hennur,1255.0,2.0,58.0,2
3070,Hennur,1420.0,2.0,62.0,2
3071,Hennur,1155.0,2.0,54.5,2
3072,Hennur,1255.0,2.0,52.32,2
3073,Hennur,1255.0,2.0,52.35,2
3076,Hennur,1255.0,2.0,54.5,2
3077,Hennur,1830.0,2.0,113.0,3
3078,Hennur,1830.5,3.0,84.205,3
3079,Hennur,1255.0,2.0,55.5,2
3080,Hennur,1255.0,2.0,53.57,2
3081,Hennur,1255.0,2.0,56.5,2
3082,Hennur,1050.0,2.0,42.73,2
3083,Hennur,1295.0,2.0,62.0,2
3084,Hennur Road,2089.0,3.0,140.0,3
3085,Hennur Road,3203.5,2.0,224.5,4
3086,Hennur Road,5000.0,8.0,250.0,8
3087,Hennur Road,1385.0,2.0,83.09,2
3088,Hennur Road,1317.5,2.0,63.77,2
3090,Hennur Road,2264.0,3.0,159.0,3
3091,Hennur Road,1157.0,2.0,84.0,2
3092,Hennur Road,1904.0,3.0,120.0,3
3093,Hennur Road,1891.0,3.0,109.0,3
3094,Hennur Road,1561.0,3.0,95.0,3
3096,Hennur Road,2060.0,3.0,149.0,3
3097,Hennur Road,1482.0,2.0,92.0,3
3098,Hennur Road,1232.0,2.0,89.0,2
3099,Hennur Road,1065.0,2.0,42.6,2
3101,Hennur Road,1482.0,2.0,87.0,3
3102,Hennur Road,1891.0,3.0,139.0,3
3103,Hennur Road,1703.0,3.0,101.0,3
3104,Hennur Road,1232.0,2.0,69.61,2
3105,Hennur Road,987.0,2.0,49.0,2
3107,Hennur Road,2160.0,3.0,160.0,3
3109,Hennur Road,1680.0,3.0,99.27,3
3110,Hennur Road,1065.0,2.0,42.6,2
3111,Hennur Road,1385.0,2.0,83.09,2
3113,Hennur Road,2350.0,3.0,174.0,3
3114,Hennur Road,1586.0,3.0,93.94,3
3115,Hennur Road,1975.0,3.0,123.0,3
3117,Hennur Road,1290.0,2.0,94.5,3
3118,Hennur Road,901.0,2.0,49.5,2
3119,Hennur Road,1445.0,3.0,86.56,3
3120,Hennur Road,1482.0,2.0,97.0,3
3121,Hennur Road,1182.0,2.0,82.5,2
3123,Hennur Road,1036.0,2.0,59.46,2
3124,Hennur Road,1891.0,3.0,109.0,3
3125,Hennur Road,1232.0,2.0,69.61,2
3127,Hennur Road,2320.0,3.0,170.0,3
3128,Hennur Road,1936.0,3.0,118.0,3
3129,Hennur Road,1480.0,2.0,65.0,2
3130,Hennur Road,1590.0,3.0,96.5,3
3131,Hennur Road,1445.0,2.0,105.0,3
3132,Hennur Road,1036.0,2.0,59.45,2
3133,Hennur Road,1832.0,3.0,125.0,3
3134,Hennur Road,1359.0,2.0,104.0,2
3135,Hennur Road,1341.0,2.0,75.76,2
3136,Hennur Road,1040.0,2.0,50.0,2
3138,Hennur Road,1414.0,2.0,84.18,2
3139,Hennur Road,1949.0,3.0,133.0,3
3140,Hennur Road,1232.0,2.0,89.0,2
3141,Hennur Road,1250.0,2.0,77.88,3
3142,Hennur Road,2502.0,4.0,180.0,4
3143,Hennur Road,1831.0,3.0,110.0,3
3144,Hennur Road,1232.0,2.0,87.0,2
3145,Hennur Road,1232.0,2.0,74.0,2
3146,Hennur Road,1232.0,2.0,66.0,2
3147,Hennur Road,1341.0,2.0,95.0,2
3149,Hennur Road,1232.0,2.0,88.0,2
3150,Hennur Road,2365.0,4.0,175.0,3
3151,Hennur Road,1310.0,2.0,66.0,2
3153,Hennur Road,1015.0,2.0,50.0,2
3155,Hennur Road,2264.0,3.0,168.0,3
3156,Hennur Road,2002.0,3.0,120.0,3
3157,Hennur Road,1232.0,2.0,69.6,2
3158,Hennur Road,1195.0,2.0,73.0,2
3159,Hennur Road,1020.0,2.0,47.0,2
3160,Hennur Road,5100.0,6.0,375.0,5
3161,Hennur Road,1061.0,2.0,54.92,2
3163,Hennur Road,1020.0,2.0,45.0,2
3164,Hennur Road,2041.0,3.0,128.0,3
3165,Hennur Road,1232.0,2.0,87.0,2
3166,Hennur Road,1066.0,2.0,52.23,2
3167,Hennur Road,973.0,2.0,56.0,2
3168,Hennur Road,1255.0,2.0,84.0,2
3169,Hennur Road,1232.0,2.0,83.0,2
3170,Hennur Road,1832.0,3.0,116.0,3
3171,Hennur Road,2050.0,3.0,120.0,3
3172,Hennur Road,1445.0,2.0,86.69,3
3173,Hennur Road,1445.0,2.0,83.0,3
3176,Hennur Road,1654.0,3.0,97.8,3
3177,Hennur Road,1480.0,3.0,100.0,3
3178,Hennur Road,1450.0,3.0,88.6,3
3179,Hennur Road,1155.0,2.0,69.18,2
3180,Hennur Road,1053.0,2.0,53.0,2
3181,Hennur Road,1195.0,2.0,59.0,2
3182,Hennur Road,1904.0,3.0,129.0,3
3183,Hennur Road,1981.0,3.0,134.0,3
3184,Hennur Road,1155.0,2.0,69.18,2
3186,Hennur Road,1590.0,3.0,105.0,3
3187,Hennur Road,2041.0,3.0,138.0,3
3188,Hennur Road,1100.0,2.0,78.0,3
3189,Hennur Road,1880.0,4.0,154.0,4
3190,Hennur Road,1232.0,2.0,69.61,2
3191,Hennur Road,1748.0,3.0,103.0,3
3192,Hennur Road,1460.0,2.0,80.3,2
3194,Hennur Road,1933.0,3.0,140.0,3
3195,Hennur Road,1030.0,2.0,46.5,2
3196,Hennur Road,1232.0,2.0,69.61,2
3198,Hennur Road,1445.0,2.0,89.56,3
3199,Hennur Road,973.0,2.0,50.74,2
3201,Hennur Road,1305.0,2.0,77.0,3
3203,Hennur Road,1165.0,2.0,67.0,2
3204,Hennur Road,980.0,2.0,51.0,2
3205,Hennur Road,1232.0,2.0,80.0,2
3206,Hennur Road,1085.0,2.0,43.4,2
3207,Hennur Road,950.0,2.0,55.0,2
3208,Hennur Road,1140.0,2.0,56.0,2
3209,Hennur Road,1891.0,3.0,110.0,3
3212,Hennur Road,1165.0,2.0,52.0,2
3213,Hennur Road,1450.0,2.0,80.0,2
3214,Hennur Road,1155.0,2.0,69.18,2
3215,Hennur Road,1936.0,3.0,131.0,3
3216,Hoodi,985.0,2.0,67.0,2
3219,Hoodi,1425.0,2.0,80.0,2
3220,Hoodi,1420.0,2.0,75.0,2
3221,Hoodi,1639.0,3.0,110.0,3
3223,Hoodi,1639.0,3.0,98.32,3
3227,Hoodi,1026.0,2.0,60.87,2
3228,Hoodi,1050.0,2.0,50.0,2
3229,Hoodi,1400.0,2.0,78.0,2
3230,Hoodi,2400.0,5.0,160.0,5
3231,Hoodi,1196.0,2.0,71.74,2
3233,Hoodi,1500.0,2.0,84.0,2
3234,Hoodi,1055.0,2.0,57.63,2
3235,Hoodi,1925.0,2.0,114.0,3
3236,Hoodi,1400.0,2.0,82.0,2
3238,Hoodi,706.0,1.0,48.24,1
3239,Hoodi,1257.0,2.0,69.0,2
3240,Hoodi,1132.0,2.0,67.9,2
3241,Hoodi,1925.0,3.0,110.0,3
3243,Hoodi,1257.0,2.0,71.03,2
3244,Hoodi,1305.0,2.0,75.0,2
3246,Hoodi,1240.0,2.0,65.0,2
3248,Hoodi,1108.0,2.0,74.23,2
3249,Hoodi,1257.0,2.0,68.5,2
3250,Hoodi,1000.0,2.0,48.0,2
3251,Hoodi,1063.0,2.0,61.17,2
3252,Hoodi,1259.0,2.0,69.45,2
3253,Hoodi,711.0,1.0,42.65,1
3255,Hoodi,863.0,1.0,40.55,1
3256,Hoodi,1715.0,2.0,100.0,3
3258,Hoodi,1447.0,3.0,76.0,2
3259,Hoodi,2144.0,3.0,140.0,3
3260,Hoodi,1108.0,2.0,66.46,2
3262,Hoodi,1837.0,3.0,110.0,3
3263,Hoodi,3385.0,4.0,220.0,4
3265,Hoodi,1181.0,2.0,55.0,2
3266,Hoodi,1490.0,3.0,85.0,3
3267,Hoodi,1258.5,2.0,59.135,2
3268,Horamavu Agara,1200.0,2.0,45.0,2
3269,Horamavu Agara,1560.0,3.0,75.0,3
3270,Horamavu Agara,755.0,2.0,37.49,2
3271,Horamavu Agara,982.0,2.0,47.65,2
3272,Horamavu Agara,1650.0,2.0,75.0,3
3273,Horamavu Agara,950.0,2.0,39.0,2
3274,Horamavu Agara,1756.0,3.0,92.0,3
3275,Horamavu Agara,1106.0,2.0,43.09,2
3276,Horamavu Agara,1079.0,2.0,41.0,2
3277,Horamavu Agara,1265.0,2.0,65.0,3
3278,Horamavu Agara,1060.0,2.0,37.0,2
3279,Horamavu Agara,1107.83,2.0,41.51,2
3280,Horamavu Agara,980.0,2.0,38.19,2
3281,Horamavu Agara,1250.0,3.0,65.0,3
3282,Horamavu Agara,1145.0,2.0,41.21,2
3283,Horamavu Agara,2400.0,3.0,80.0,5
3284,Horamavu Agara,1000.0,2.0,46.0,2
3285,Horamavu Agara,760.0,2.0,37.49,2
3286,Horamavu Agara,1150.0,2.0,42.0,2
3288,Horamavu Agara,750.0,2.0,37.49,2
3289,Horamavu Agara,625.0,1.0,27.0,1
3290,Horamavu Agara,1080.0,2.0,38.0,2
3291,Horamavu Agara,994.0,2.0,42.28,2
3292,Horamavu Agara,1107.83,2.0,41.51,2
3294,Horamavu Agara,1090.0,2.0,46.0,2
3295,Horamavu Agara,1400.0,3.0,63.0,3
3296,Horamavu Agara,1557.0,3.0,70.0,3
3297,Horamavu Agara,1058.0,2.0,47.0,2
3300,Horamavu Banaswadi,1460.0,2.0,80.5,2
3301,Horamavu Banaswadi,1156.0,2.0,46.0,2
3302,Horamavu Banaswadi,1180.0,2.0,58.0,2
3303,Horamavu Banaswadi,1307.0,2.0,51.6,2
3304,Horamavu Banaswadi,3800.0,8.0,200.0,6
3305,Horamavu Banaswadi,1357.0,2.0,54.0,2
3306,Horamavu Banaswadi,925.0,2.0,38.0,2
3307,Horamavu Banaswadi,1272.0,2.0,48.0,2
3308,Horamavu Banaswadi,1225.0,2.0,49.5,2
3309,Horamavu Banaswadi,1272.0,2.0,51.5,2
3310,Horamavu Banaswadi,1272.0,2.0,51.5,2
3311,Horamavu Banaswadi,1156.0,2.0,46.9,2
3312,Horamavu Banaswadi,1200.0,2.0,45.0,2
3313,Horamavu Banaswadi,1254.0,2.0,47.0,2
3314,Horamavu Banaswadi,1610.0,3.0,68.0,3
3315,Horamavu Banaswadi,1210.0,2.0,50.0,2
3316,Horamavu Banaswadi,1357.0,2.0,54.0,2
3317,Horamavu Banaswadi,1272.0,2.0,50.0,2
3318,Horamavu Banaswadi,1200.0,2.0,45.0,2
3319,Horamavu Banaswadi,1025.0,2.0,45.0,2
3320,Horamavu Banaswadi,1081.0,2.0,52.0,2
3321,Horamavu Banaswadi,1000.0,2.0,50.0,2
3322,Hormavu,1500.0,2.0,78.0,2
3323,Hormavu,1150.0,2.0,55.0,2
3325,Hormavu,1180.0,2.0,50.0,2
3326,Hormavu,1200.0,2.0,67.0,2
3327,Hormavu,1200.0,3.0,70.0,2
3328,Hormavu,1175.0,2.0,52.0,2
3329,Hormavu,1351.0,2.0,53.0,1
3330,Hormavu,1141.0,2.0,44.4,2
3331,Hormavu,1130.0,2.0,42.3,2
3333,Hormavu,1725.0,3.0,85.0,3
3334,Hormavu,1153.0,2.0,65.0,2
3335,Hormavu,1150.0,2.0,53.11,2
3336,Hormavu,1123.0,2.0,56.0,2
3337,Hormavu,1385.0,2.0,69.0,3
3339,Hormavu,1030.0,2.0,49.35,2
3340,Hormavu,1018.0,2.0,50.8,2
3341,Hormavu,1555.0,3.0,75.0,3
3342,Hormavu,1143.0,2.0,53.0,2
3343,Hormavu,1100.0,2.0,38.0,2
3344,Hormavu,1000.0,2.0,50.0,2
3345,Hormavu,1200.0,2.0,68.0,2
3347,Hormavu,1200.0,2.0,68.0,2
3348,Hormavu,765.0,2.0,37.49,2
3350,Hormavu,1081.5,2.0,38.665,2
3351,Hormavu,1250.0,2.0,60.0,2
3352,Hormavu,965.0,2.0,37.15,2
3353,Hormavu,583.0,1.0,28.275,1
3354,Hormavu,1129.0,2.0,44.0,2
3355,Hormavu,1385.0,2.0,69.25,3
3356,Hormavu,1165.0,2.0,40.0,2
3357,Hormavu,1065.0,2.0,50.92,2
3358,Hormavu,1046.0,2.0,60.0,2
3359,Hormavu,1400.0,2.0,75.0,2
3360,Hormavu,1365.0,2.0,65.0,3
3361,Hormavu,1196.0,2.0,44.8,2
3362,Hormavu,1263.0,2.0,47.36,2
3363,Hormavu,1015.0,2.0,39.08,2
3365,Hormavu,1200.0,2.0,73.0,2
3366,Hormavu,1250.0,2.0,65.0,2
3368,Hormavu,1075.0,2.0,53.7,2
3369,Hormavu,980.0,2.0,42.0,2
3370,Hormavu,1075.0,2.0,53.7,2
3371,Hormavu,2282.0,4.0,115.0,4
3372,Hormavu,1206.0,2.0,55.0,2
3373,Hormavu,1310.0,2.0,67.0,2
3374,Hormavu,1310.0,2.0,60.0,2
3375,Hormavu,1020.0,2.0,45.75,2
3376,Hormavu,1210.0,2.0,69.0,2
3377,Hosa Road,1652.0,3.0,85.0,3
3379,Hosa Road,1161.0,2.0,55.15,2
3381,Hosa Road,1161.0,2.0,55.15,2
3382,Hosa Road,1365.0,2.0,92.0,2
3383,Hosa Road,1243.0,2.0,48.5,2
3385,Hosa Road,1332.0,2.0,86.12,3
3386,Hosa Road,615.0,1.0,28.29,1
3387,Hosa Road,1318.0,2.0,85.28,3
3388,Hosa Road,1133.0,2.0,52.0,2
3389,Hosa Road,1016.0,2.0,40.0,2
3390,Hosa Road,972.0,2.0,40.0,2
3391,Hosa Road,1161.0,2.0,55.15,2
3392,Hosa Road,1532.0,3.0,98.13,3
3393,Hosa Road,1680.0,3.0,101.0,3
3394,Hosa Road,880.0,2.0,50.0,2
3395,Hosa Road,1533.0,3.0,98.18,3
3396,Hosa Road,1040.0,2.0,68.59,2
3397,Hosa Road,1040.0,2.0,61.0,2
3399,Hosa Road,1245.0,2.0,62.0,2
3400,Hosa Road,1311.0,2.0,84.86,3
3401,Hosa Road,800.0,1.0,39.99,1
3403,Hosa Road,1364.0,2.0,64.79,2
3404,Hosa Road,1016.0,2.0,45.0,2
3406,Hosa Road,1360.0,2.0,77.61,2
3407,Hosa Road,1170.0,2.0,65.0,2
3408,Hosa Road,1161.0,2.0,55.15,2
3409,Hosa Road,1470.0,2.0,84.22,3
3411,Hosa Road,1161.0,2.0,48.75,2
3413,Hosa Road,1016.0,2.0,39.95,2
3414,Hosakerehalli,2378.0,3.0,262.0,3
3415,Hosakerehalli,2376.0,3.0,203.0,3
3416,Hosakerehalli,3205.0,5.0,380.0,4
3418,Hosakerehalli,3024.0,5.0,350.0,4
3419,Hosakerehalli,2400.0,5.0,250.0,5
3420,Hosakerehalli,1817.0,4.0,153.0,3
3421,Hosakerehalli,1304.0,2.0,100.0,2
3422,Hosakerehalli,2480.0,3.0,245.0,3
3423,Hosakerehalli,925.0,2.0,46.5,2
3424,Hosakerehalli,2480.0,4.0,260.0,3
3425,Hosakerehalli,1596.0,3.0,79.8,3
3426,Hosakerehalli,1200.0,2.0,100.0,3
3427,Hosakerehalli,3205.0,4.0,300.0,4
3428,Hosakerehalli,3033.0,4.0,326.0,4
3429,Hosakerehalli,600.0,2.0,65.0,2
3430,Hosakerehalli,2480.0,4.0,265.0,3
3431,Hosakerehalli,925.0,2.0,46.25,2
3432,Hosakerehalli,2376.0,3.0,240.0,3
3433,Hosakerehalli,1500.0,6.0,145.0,5
3434,Hoskote,1250.0,3.0,50.0,3
3435,Hoskote,1225.0,3.0,40.0,3
3436,Hoskote,1740.0,3.0,60.0,3
3437,Hoskote,1170.0,2.0,45.0,2
3439,Hoskote,1200.0,3.0,57.0,3
3440,Hoskote,1069.0,2.0,38.0,3
3441,Hoskote,1095.0,2.0,33.6,2
3443,Hoskote,1065.0,2.0,31.5,2
3444,Hoskote,1395.0,2.0,63.0,3
3445,Hoskote,1065.0,2.0,28.5,2
3446,Hoskote,945.0,2.0,35.0,2
3447,Hoskote,1003.5,2.0,28.095,2
3448,Hoskote,1065.0,2.0,33.75,2
3449,Hoskote,509.0,1.0,23.0,1
3450,Hosur Road,1656.0,2.0,120.0,2
3451,Hosur Road,1194.0,2.0,69.0,2
3454,Hosur Road,3300.0,5.0,240.0,5
3455,Hosur Road,1510.0,2.0,105.0,3
3456,Hosur Road,1427.0,2.0,80.63,3
3457,Hosur Road,1508.0,2.0,110.0,3
3458,Hosur Road,460.0,1.0,21.0,1
3460,Hosur Road,1179.0,2.0,49.0,2
3461,Hosur Road,950.0,2.0,60.0,2
3462,Hosur Road,1194.0,2.0,71.64,2
3463,Hosur Road,1766.0,3.0,130.0,3
3464,Hosur Road,1689.0,3.0,103.0,3
3465,Hosur Road,3600.0,5.0,180.0,5
3466,Hosur Road,1170.0,2.0,48.0,2
3467,Hosur Road,1250.0,2.0,55.0,2
3468,Hosur Road,1689.0,3.0,103.0,3
3470,Hosur Road,2000.0,4.0,130.0,4
3471,Hosur Road,1250.0,2.0,65.0,2
3472,Hosur Road,1689.0,3.0,103.0,3
3475,Hosur Road,1223.0,2.0,93.0,2
3477,Hosur Road,1919.0,3.0,117.0,3
3478,Hulimavu,1125.0,2.0,50.0,2
3479,Hulimavu,1242.0,2.0,51.0,2
3481,Hulimavu,1823.0,3.0,100.0,3
3482,Hulimavu,1300.0,2.0,36.0,2
3483,Hulimavu,1080.0,2.0,43.2,2
3484,Hulimavu,1100.0,2.0,71.5,2
3486,Hulimavu,688.0,1.0,50.0,1
3487,Hulimavu,1255.0,2.0,73.0,2
3488,Hulimavu,1200.0,4.0,75.0,4
3489,Hulimavu,1058.0,2.0,48.0,2
3490,Hulimavu,1375.0,2.0,80.0,2
3491,Hulimavu,1248.0,2.0,69.0,2
3492,Hulimavu,1818.0,3.0,135.0,3
3493,Hulimavu,1225.0,2.0,55.0,2
3494,Hulimavu,1255.0,2.0,74.0,2
3495,Hulimavu,1175.0,2.0,45.0,2
3496,Hulimavu,1255.0,2.0,69.0,2
3497,Hulimavu,1255.0,2.0,66.0,2
3498,Hulimavu,3035.0,5.0,271.0,3
3499,Hulimavu,3035.0,5.0,220.0,3
3500,Hulimavu,1127.0,2.0,65.0,2
3501,Hulimavu,1200.0,2.0,50.0,2
3503,Hulimavu,1200.0,2.0,75.0,2
3504,Hulimavu,1430.0,2.0,90.0,3
3505,Hulimavu,850.0,1.0,39.5,2
3506,Hulimavu,1000.0,2.0,45.0,2
3509,Hulimavu,3560.0,5.0,318.0,4
3510,Hulimavu,1011.0,2.0,38.0,2
3511,Hulimavu,1276.0,2.0,76.0,2
3512,Hulimavu,1500.0,2.0,90.0,2
3513,Hulimavu,1315.0,2.0,60.48,2
3514,Hulimavu,1021.0,2.0,76.0,2
3515,Hulimavu,581.0,1.0,29.0,1
3516,Hulimavu,935.0,2.0,45.0,2
3517,Hulimavu,1050.0,2.0,125.0,2
3519,Hulimavu,1200.0,4.0,75.0,4
3520,Hulimavu,1260.0,2.0,82.0,3
3521,Hulimavu,450.0,1.0,20.0,1
3522,Hulimavu,1231.0,2.0,84.5,2
3523,Hulimavu,1916.0,2.0,150.0,3
3524,Hulimavu,1115.0,2.0,44.6,2
3525,ISRO Layout,4400.0,6.0,250.0,6
3526,ISRO Layout,1000.0,2.0,60.0,2
3527,ISRO Layout,1180.0,2.0,52.0,2
3528,ISRO Layout,1000.0,2.0,60.0,2
3529,ISRO Layout,1310.0,2.0,68.0,3
3530,ISRO Layout,4200.0,4.0,255.0,4
3531,ISRO Layout,1050.0,2.0,51.0,2
3532,ISRO Layout,1370.0,2.0,87.0,3
3533,ITPL,1200.0,3.0,56.12,3
3534,ITPL,1548.0,3.0,89.5,3
3535,ITPL,1200.0,3.0,68.4,3
3536,ITPL,1200.0,3.0,56.12,3
3537,ITPL,1200.0,3.0,56.12,3
3538,ITPL,1500.0,3.0,61.52,3
3539,ITPL,5667.5,5.0,300.0,4
3540,Iblur Village,3235.0,3.0,235.0,3
3541,Iblur Village,3596.0,5.0,290.0,4
3542,Iblur Village,1920.0,3.0,130.0,3
3543,Iblur Village,1995.0,3.0,135.0,3
3544,Iblur Village,3596.0,5.0,282.0,4
3545,Iblur Village,1918.0,3.0,129.0,3
3547,Iblur Village,2100.0,4.0,145.0,3
3548,Iblur Village,1920.0,3.0,150.0,3
3549,Iblur Village,1920.0,3.0,130.0,3
3550,Iblur Village,1920.0,3.0,150.0,3
3551,Iblur Village,2000.0,4.0,138.0,3
3552,Iblur Village,3596.0,5.0,260.0,4
3553,Iblur Village,3596.0,5.0,279.0,4
3554,Iblur Village,2666.0,4.0,200.0,3
3555,Iblur Village,5384.0,5.0,420.0,5
3556,Iblur Village,3596.0,5.0,297.0,4
3557,Iblur Village,5515.0,6.0,425.0,5
3558,Iblur Village,1920.0,3.0,130.0,3
3559,Iblur Village,3596.0,4.0,268.0,4
3562,Indira Nagar,1200.0,2.0,93.0,2
3563,Indira Nagar,1128.0,2.0,105.0,2
3564,Indira Nagar,2800.0,3.0,330.0,3
3565,Indira Nagar,1650.0,3.0,200.0,3
3567,Indira Nagar,1210.0,2.0,102.0,2
3568,Indira Nagar,1224.0,2.0,105.0,2
3569,Indira Nagar,2070.0,3.0,225.0,3
3570,Indira Nagar,500.0,1.0,70.0,1
3571,Indira Nagar,1400.0,2.0,168.0,2
3572,Indira Nagar,2400.0,4.0,525.0,4
3574,Indira Nagar,1145.0,2.0,100.0,2
3575,Indira Nagar,1470.0,2.0,170.0,2
3576,Indira Nagar,2700.0,3.0,324.0,3
3577,Indira Nagar,850.0,1.0,57.0,1
3578,Indira Nagar,3250.0,8.0,600.0,8
3579,Indira Nagar,2601.0,4.0,312.0,3
3580,Indira Nagar,1260.0,2.0,100.0,2
3581,Indira Nagar,1740.0,3.0,191.0,3
3582,Indira Nagar,1650.0,3.0,220.0,3
3585,Indira Nagar,1440.0,3.0,275.0,3
3586,Indira Nagar,1475.0,2.0,171.0,2
3587,Indira Nagar,3200.0,4.0,440.0,4
3588,Indira Nagar,4000.0,4.0,700.0,4
3589,Indira Nagar,850.0,1.0,60.0,1
3590,Indira Nagar,2400.0,4.0,405.0,4
3591,Indira Nagar,1800.0,5.0,350.0,5
3594,Indira Nagar,1650.0,3.0,200.0,3
3595,Indira Nagar,2800.0,4.0,365.0,4
3596,Indira Nagar,1260.0,2.0,120.0,2
3597,Indira Nagar,1149.0,2.0,130.0,2
3599,Indira Nagar,2400.0,6.0,475.0,6
3600,JP Nagar,1850.0,3.0,150.0,3
3601,JP Nagar,5520.0,2.0,375.0,5
3602,JP Nagar,1100.0,2.0,70.0,2
3603,JP Nagar,940.0,2.0,49.0,2
3605,JP Nagar,4624.5,4.0,314.5,4
3606,JP Nagar,1078.0,2.0,45.0,2
3607,JP Nagar,1050.0,1.0,44.0,1
3608,JP Nagar,1352.5,2.0,93.865,2
3609,JP Nagar,1200.0,2.0,62.0,2
3610,JP Nagar,1300.0,2.0,90.87,2
3611,JP Nagar,1315.0,2.0,85.4,3
3612,JP Nagar,1690.0,3.0,112.0,3
3617,JP Nagar,750.0,1.0,52.5,1
3618,JP Nagar,1200.0,2.0,78.0,2
3619,JP Nagar,1850.0,2.0,110.0,3
3620,JP Nagar,1100.0,2.0,45.0,2
3621,JP Nagar,1197.0,2.0,47.88,2
3622,JP Nagar,2700.0,4.0,160.0,7
3624,JP Nagar,820.0,2.0,45.0,2
3625,JP Nagar,1750.0,3.0,123.0,3
3626,JP Nagar,2195.0,2.0,152.0,3
3627,JP Nagar,3496.5,2.0,237.5,3
3631,JP Nagar,745.0,1.0,34.27,1
3632,JP Nagar,1800.0,6.0,68.0,6
3633,JP Nagar,1150.0,2.0,90.0,2
3635,JP Nagar,1960.0,3.0,138.0,3
3638,JP Nagar,1250.0,2.0,60.0,2
3639,JP Nagar,2400.0,3.0,196.0,3
3640,JP Nagar,1300.0,2.0,91.65,2
3641,JP Nagar,1107.0,2.0,57.0,2
3642,JP Nagar,1250.0,2.0,93.0,2
3643,JP Nagar,1500.0,2.0,108.0,3
3644,JP Nagar,1520.0,3.0,125.0,3
3645,JP Nagar,1405.0,2.0,99.0,2
3646,JP Nagar,1157.0,2.0,73.0,2
3648,JP Nagar,1048.0,2.0,44.0,2
3649,Jakkur,1417.0,2.0,75.0,2
3650,Jakkur,1590.0,2.0,125.0,3
3651,Jakkur,1279.0,2.0,77.0,2
3652,Jakkur,1710.0,3.0,107.0,3
3653,Jakkur,1396.0,2.0,86.51,3
3654,Jakkur,3467.86,6.0,249.0,4
3655,Jakkur,1865.0,3.0,124.0,3
3656,Jakkur,3181.0,2.0,260.5,4
3657,Jakkur,1760.0,3.0,139.0,3
3658,Jakkur,1290.0,2.0,100.0,2
3659,Jakkur,1452.19,2.0,100.0,2
3660,Jakkur,1798.0,3.0,120.0,3
3661,Jakkur,1300.0,2.0,85.0,2
3662,Jakkur,3181.0,4.0,260.5,4
3663,Jakkur,1950.0,3.0,131.0,3
